[[-112.01192837851985], [244.67753247503137], [-412.65529261865265]]
[[-112.01056101797984], [243.70096082283763], [-412.64638276832085]]
[[-112.00919370880116], [242.72442585302537], [-412.63747325266445]]
[[-112.00782645098091], [241.74792756352784], [-412.6285640716646]]
[[-111.31625718148275], [240.44081754826723], [-410.41844671518726]]
[[-111.31490498395499], [239.4658376377169], [-410.4095926088005]]
[[-111.31355283714032], [238.4908942930468], [-410.4007388344803]]
[[-111.31220074103597], [237.51598751219976], [-410.39188539220794]]
[[-111.31084869563905], [236.54111729311893], [-410.3830322819648]]
[[-111.30949670094671], [235.56628363374773], [-410.3741795037321]]
[[-111.3081447569561], [234.59148653202948], [-410.36532705749113]]
[[-111.30679286366436], [233.61672598590786], [-410.35647494322353]]
[[-111.30544102106867], [232.64200199332652], [-410.34762316091013]]
[[-111.30408922916614], [231.66731455222944], [-410.3387717105328]]
[[-111.30273748795392], [230.6926636605606], [-410.32992059207237]]
[[-111.30138579742918], [229.7180493162643], [-410.32106980551043]]
[[-111.30003415758907], [228.74347151728477], [-410.3122193508283]]
[[-111.29868256843073], [227.7689302615667], [-410.30336922800734]]
[[-111.29733102995128], [226.79442554705466], [-410.29451943702884]]
[[-111.29597954214793], [225.81995737169345], [-410.285669977874]]
[[-111.2946281050178], [224.84552573342816], [-410.2768208505244]]
[[-111.29327671855803], [223.87113063020377], [-410.2679720549613]]
[[-111.29192538276578], [222.89677205996563], [-410.2591235911658]]
[[-111.29057409763821], [221.9224500206593], [-410.2502754591196]]
[[-111.28922286317244], [220.9481645102302], [-410.24142765880396]]
[[-111.28787167936565], [219.97391552662415], [-410.2325801902001]]
[[-111.28652054621497], [218.99970306778712], [-410.2237330532894]]
[[-111.28516946371761], [218.02552713166511], [-410.2148862480533]]
[[-110.59600436542604], [216.7562607303053], [-408.01260736195934]]
[[-110.59466824461096], [215.7835960036877], [-408.00381528364795]]
[[-110.59333217380988], [214.8109676860852], [-407.9950235344436]]
[[-110.59199615301999], [213.83837577545353], [-407.98623211432795]]
[[-111.2784148109301], [213.15519521990313], [-410.17065719633763]]
[[-111.27706403229257], [212.18123837694705], [-410.16181238075706]]
[[-111.96546691657082], [211.49466275606144], [-412.3525453475109]]
[[-113.34970050907667], [211.09368057769962], [-416.76221524753475]]
[[-100.47875236899473], [494.33015688726107], [-445.2692791817133]]
[[-101.87457985236016], [494.76292824899895], [-449.883319175784]]
[[-102.57502823300808], [494.4728682520641], [-452.19578763245]]
[[-102.57379193290096], [493.45805139089623], [-452.1858410365881]]
[[-103.27632385107152], [493.1656072968737], [-454.50517932058244]]
[[-103.27507209937914], [492.14931504930473], [-454.4951731531263]]
[[-103.27382039631846], [491.13306228563874], [-454.485167374419]]
[[-103.27256874188669], [490.1168490035748], [-454.47516198443805]]
[[-103.27131713608094], [489.1006752008123], [-454.4651569831608]]
[[-103.27006557889842], [488.08454087505044], [-454.4551523705645]]
[[-103.26881407033628], [487.06844602398905], [-454.4451481466265]]
[[-103.26756261039176], [486.05239064532776], [-454.4351443113242]]
[[-102.56266738982369], [484.3264709418779], [-452.0963390350129]]
[[-102.56143156919589], [483.31204766127854], [-452.08639629677987]]
[[-102.56019579650064], [482.29766372614233], [-452.07645394418637]]
[[-102.5589600717352], [481.2833191341802], [-452.06651197720976]]
[[-102.55772439489677], [480.2690138831037], [-452.0565703958279]]
[[-102.55648876598256], [479.25474797062355], [-452.0466292000181]]
[[-102.5552531849898], [478.24052139445166], [-452.036688389758]]
[[-102.55401765191567], [477.2263341522996], [-452.02674796502527]]
[[-102.55278216675742], [476.2121862418792], [-452.0168079257973]]
[[-102.55154672951224], [475.19807766090236], [-452.0068682720519]]
[[-102.55031134017736], [474.1840084070815], [-451.9969290037666]]
[[-102.54907599874994], [473.16997847812894], [-451.9869901209186]]
[[-102.5478407052273], [472.15598787175725], [-451.97705162348603]]
[[-102.54660545960654], [471.14203658567897], [-451.9671135114461]]
[[-102.5453702618849], [470.12812461760717], [-451.95717578477655]]
[[-102.54413511205968], [469.11425196525505], [-451.9472384434548]]
[[-102.54290001012798], [468.10041862633574], [-451.9373014874587]]
[[-101.84041288781296], [466.40517574239084], [-449.60662930025546]]
[[-101.83919332409364], [465.3929674125891], [-449.5967530663501]]
[[-101.83797380758925], [464.3807982700472], [-449.5868772147996]]
[[-101.8367543382971], [463.36866831248955], [-449.57700174558136]]
[[-101.83553491621439], [462.3565775376407], [-449.5671266586734]]
[[-101.83431554133838], [461.3445259432254], [-449.55725195405347]]
[[-101.83309621366637], [460.3325135269685], [-449.5473776316994]]
[[-101.83187693319559], [459.3205402865953], [-449.537503691589]]
[[-101.83065769992331], [458.30860621983066], [-449.5276301337]]
[[-101.8294385138468], [457.2967113244004], [-449.5177569580101]]
[[-101.82821937496328], [456.2848555980298], [-449.5078841644975]]
[[-101.82700028327002], [455.2730390384447], [-449.4980117531396]]
[[-101.82578123876434], [454.2612616433711], [-449.4881397239145]]
[[-101.82456224144342], [453.2495234105352], [-449.47826807679985]]
[[-101.8233432913046], [452.237824337663], [-449.4683968117733]]
[[-101.82212438834507], [451.22616442248136], [-449.45852592881306]]
[[-101.82090553256211], [450.2145436627167], [-449.4486554278968]]
[[-101.81968672395301], [449.2029620560961], [-449.4387853090022]]
[[-101.81846796251502], [448.19141960034625], [-449.4289155721072]]
[[-101.81724924824536], [447.1799162931945], [-449.41904621718965]]
[[-101.11720346212554], [445.51987246633996], [-447.09664305349713]]
[[-101.11600018375213], [444.5099867549897], [-447.0868340398148]]
[[-101.11479695187482], [443.50014006685547], [-447.0770254051646]]
[[-101.11359376649094], [442.4903323996748], [-447.06721714952505]]
[[-101.11239062759788], [441.48056375118614], [-447.0574092728735]]
[[-101.11118753519283], [440.47083411912814], [-447.0476017751883]]
[[-101.10998448927319], [439.4611435012396], [-447.0377946564476]]
[[-101.10878148983619], [438.4514918952592], [-447.02798791662934]]
[[-101.10757853687916], [437.44187929892615], [-447.01818155571146]]
[[-101.10637563039943], [436.43230570997946], [-447.00837557367214]]
[[-101.10517277039429], [435.422771126159], [-446.99856997048937]]
[[-101.10396995686105], [434.413275545204], [-446.9887647461412]]
[[-101.10276718979698], [433.4038189648543], [-446.9789599006056]]
[[-101.10156446919946], [432.3944013828497], [-446.9691554338607]]
[[-101.10036179506575], [431.3850227969305], [-446.95935134588456]]
[[-101.09915916739315], [430.375683204837], [-446.9495476366552]]
[[-101.097956586179], [429.3663826043095], [-446.93974430615066]]
[[-101.09675405142059], [428.3571209930887], [-446.9299413543492]]
[[-101.09555156311522], [427.3478983689154], [-446.9201387812285]]
[[-101.09434912126022], [426.3387147295307], [-446.91033658676685]]
[[-101.09314672585286], [425.3295700726755], [-446.9005347709423]]
[[-101.09194437689051], [424.3204643960913], [-446.8907333337328]]
[[-101.09074207437044], [423.3113976975197], [-446.8809322751165]]
[[-101.08953981828992], [422.3023699747021], [-446.8711315950716]]
[[-101.08833760864637], [421.2933812253806], [-446.86133129357586]]
[[-101.08713544543699], [420.2844314472973], [-446.85153137060763]]
[[-101.08593332865914], [419.27552063819405], [-446.84173182614484]]
[[-101.08473125831011], [418.2666487958135], [-446.8319326601656]]
[[-101.08352923438727], [417.25781591789814], [-446.82213387264784]]
[[-101.08232725688782], [416.2490220021907], [-446.81233546357]]
[[-101.08112532580918], [415.240267046434], [-446.8025374329097]]
[[-100.38367556973505], [413.63244518144865], [-444.4890127038855]]
[[-100.38248896577035], [412.6252991121962], [-444.47927460475603]]
[[-100.38130240756104], [411.61819187841405], [-444.4695368811268]]
[[-100.38011589510438], [410.6111234778561], [-444.45979953297626]]
[[-100.3789294283978], [409.60409390827624], [-444.4500625602826]]
[[-100.37774300743867], [408.59710316742843], [-444.44032596302395]]
[[-100.37655663222426], [407.5901512530673], [-444.4305897411789]]
[[-100.37537030275199], [406.58323816294717], [-444.42085389472555]]
[[-100.37418401901922], [405.5763638948227], [-444.41111842364216]]
[[-100.37299778102324], [404.56952844644877], [-444.4013833279071]]
[[-100.37181158876147], [403.5627318155805], [-444.39164860749867]]
[[-100.37062544223124], [402.55597399997293], [-444.38191426239507]]
[[-100.36943934142988], [401.5492549973815], [-444.37218029257485]]
[[-100.36825328635479], [400.5425748055617], [-444.36244669801596]]
[[-100.36706727700331], [399.5359334222692], [-444.352713478697]]
[[-100.36588131337281], [398.52933084526], [-444.342980634596]]
[[-100.36469539546064], [397.52276707229015], [-444.33324816569143]]
[[-100.36350952326414], [396.51624210111584], [-444.3235160719616]]
[[-100.36232369678063], [395.50975592949345], [-444.31378435338485]]
[[-100.36113791600755], [394.50330855517944], [-444.30405300993925]]
[[-100.35995218094223], [393.4968999759309], [-444.29432204160344]]
[[-99.66493106780716], [391.9252549752116], [-441.9890300483788]]
[[-99.6637605585968], [390.92044785401174], [-441.9793586341234]]
[[-99.6625900944351], [389.91567940418366], [-441.9696875920855]]
[[-99.66141967531945], [388.910949623495], [-441.96001692224365]]
[[-99.66024930124722], [387.90625850971344], [-441.95034662457635]]
[[-99.65907897221585], [386.90160606060687], [-441.9406766990623]]
[[-99.6579086882227], [385.8969922739435], [-441.9310071456797]]
[[-99.6567384492652], [384.89241714749147], [-441.92133796440737]]
[[-99.6555682553408], [383.8878806790192], [-441.9116691552236]]
[[-99.65439810644675], [382.88338286629545], [-441.9020007181071]]
[[-99.65322800258059], [381.87892370708863], [-441.8923326530362]]
[[-99.65205794373966], [380.8745031991681], [-441.8826649599897]]
[[-99.6508879299214], [379.8701213403026], [-441.87299763894583]]
[[-99.64971796112317], [378.8657781282617], [-441.86333068988324]]
[[-99.6485480373424], [377.8614735608147], [-441.85366411278056]]
[[-99.64737815857644], [376.85720763573136], [-441.8439979076163]]
[[-99.64620832482277], [375.85298035078114], [-441.8343320743687]]
[[-99.64503853607873], [374.8487917037344], [-441.8246666130167]]
[[-99.64386879234176], [373.84464169236094], [-441.81500152353874]]
[[-99.6426990936093], [372.8405303144313], [-441.805336805913]]
[[-99.64152943987862], [371.83645756771597], [-441.79567246011845]]
[[-99.64035983114726], [370.8324234499854], [-441.7860084861335]]
[[-98.94776901290443], [369.2982469694179], [-439.48896214770457]]
[[-98.946614528941], [368.29580681038067], [-439.47935735050817]]
[[-98.94546008932402], [367.2934051574261], [-439.46975292225454]]
[[-98.94430569405094], [366.29104200833547], [-439.46014886292255]]
[[-98.94315134311918], [365.2887173608903], [-439.4505451724908]]
[[-98.94199703652622], [364.28643121287234], [-439.4409418509383]]
[[-98.94084277426946], [363.2841835620637], [-439.43133889824344]]
[[-98.93968855634638], [362.28197440624604], [-439.42173631438516]]
[[-98.93853438275443], [361.2798037432018], [-439.4121340993422]]
[[-98.937380253491], [360.2776715707134], [-439.40253225309334]]
[[-98.93622616855362], [359.27557788656344], [-439.3929307756173]]
[[-98.93507212793968], [358.2735226885345], [-439.3833296668928]]
[[-98.93391813164659], [357.2715059744097], [-439.3737289268987]]
[[-98.93276417967192], [356.269527741972], [-439.36412855561366]]
[[-98.93161027201303], [355.2675879890046], [-439.3545285530164]]
[[-98.93045640866734], [354.2656867132911], [-439.3449289190859]]
[[-98.92930258963237], [353.26382391261495], [-439.3353296538006]]
[[-98.92814881490551], [352.26199958475996], [-439.3257307571396]]
[[-98.92699508448428], [351.2602137275101], [-439.31613222908146]]
[[-98.92584139836603], [350.2584663386494], [-439.30653406960505]]
[[-98.92468775654828], [349.25675741596217], [-439.29693627868903]]
[[-98.92353415902849], [348.2550869572328], [-439.2873388563121]]
[[-98.23336010910303], [346.75810297376626], [-436.99849188907945]]
[[-98.23222153609053], [345.75801902525546], [-436.9889532692235]]
[[-98.23108300672936], [344.7579734185847], [-436.9794150150651]]
[[-98.22994452101702], [343.75796615154906], [-436.96987712658324]]
[[-98.22880607895095], [342.7579972219437], [-436.9603396037568]]
[[-98.2276676805287], [341.7580666275643], [-436.9508024465649]]
[[-98.22652932574768], [340.75817436620605], [-436.9412656549864]]
[[-98.22539101460548], [339.75832043566515], [-436.9317292290002]]
[[-98.22425274709953], [338.7585048337373], [-436.92219316858547]]
[[-98.22311452322731], [337.75872755821854], [-436.9126574737211]]
[[-98.22197634298634], [336.75898860690535], [-436.9031221443861]]
[[-98.22083820637413], [335.7592879775938], [-436.8935871805593]]
[[-98.21970011338811], [334.7596256680809], [-436.88405258221997]]
[[-98.21856206402585], [333.76000167616314], [-436.8745183493468]]
[[-98.21742405828476], [332.76041599963753], [-436.86498448191895]]
[[-98.21628609616238], [331.7608686363013], [-436.8554509799154]]
[[-98.21514817765623], [330.76135958395156], [-436.845917843315]]
[[-98.21401030276373], [329.76188884038595], [-436.836385072097]]
[[-98.21287247148241], [328.7624564034019], [-436.82685266624026]]
[[-98.2117346838098], [327.7630622707973], [-436.8173206257237]]
[[-98.21059693974328], [326.7637064403701], [-436.80778895052634]]
[[-98.20945923928048], [325.76438890991835], [-436.7982576406273]]
[[-98.20832158241882], [324.76510967724045], [-436.7887266960054]]
[[-97.52056575755307], [323.3065853280436], [-434.5080912323944]]
[[-97.51944302511836], [322.308885088403], [-434.49861871622437]]
[[-97.51832033564433], [321.31122302520646], [-434.489146562515]]
[[-97.51719768912862], [320.31359913626295], [-434.4796747712452]]
[[-97.51607508556869], [319.3160134193814], [-434.4702033423945]]
[[-97.51495252496211], [318.318465872371], [-434.46073227594184]]
[[-97.51383000730638], [317.32095649304125], [-434.45126157186667]]
[[-97.51270753259905], [316.3234852792014], [-434.44179123014794]]
[[-97.51158510083769], [315.3260522286613], [-434.432321250765]]
[[-97.5104627120198], [314.3286573392307], [-434.42285163369695]]
[[-97.50934036614288], [313.33130060871963], [-434.4133823789232]]
[[-97.50821806320454], [312.33398203493834], [-434.4039134864228]]
[[-97.50709580320229], [311.3367016156972], [-434.39444495617494]]
[[-97.50597358613363], [310.33945934880677], [-434.3849767881589]]
[[-97.50485141199616], [309.3422552320775], [-434.37550898235395]]
[[-97.50372928078733], [308.34508926332046], [-434.36604153873924]]
[[-97.50260719250475], [307.3479614403464], [-434.35657445729385]]
[[-97.50148514714594], [306.350871760967], [-434.34710773799725]]
[[-97.50036314470846], [305.3538202229931], [-434.33764138082853]]
[[-97.49924118518977], [304.3568068242365], [-434.32817538576677]]
[[-97.49811926858749], [303.3598315625089], [-434.3187097527915]]
[[-97.49699739489914], [302.36289443562197], [-434.30924448188176]]
[[-97.4958755641222], [301.3659954413879], [-434.29977957301685]]
[[-97.49475377625424], [300.36913457761887], [-434.2903150261758]]
