[[-268.74390189843876], [178.77498040646526], [-167.0240679047206]]
[[-268.74052552003724], [178.00846156494242], [-167.02036718048453]]
[[-268.7371492433726], [177.241965820128], [-167.0166665677583]]
[[-268.73377306844026], [176.47549317097798], [-167.01296606653722]]
[[-268.73039699523554], [175.70904361644864], [-167.0092656768162]]
[[-268.72702102375393], [174.94261715549612], [-167.00556539858997]]
[[-268.7236451539908], [174.17621378707673], [-167.00186523185351]]
[[-268.7202693859416], [173.40983351014677], [-166.99816517660213]]
[[-268.7168937196016], [172.64347632366264], [-166.99446523283035]]
[[-268.7135181549663], [171.87714222658093], [-166.99076540053346]]
[[-268.7101426920312], [171.110831217858], [-166.9870656797063]]
[[-267.98745741932885], [170.14493577947653], [-165.40706170650452]]
[[-267.9840973078997], [169.37965617466145], [-165.4033906653068]]
[[-267.9807372975706], [168.6143995958401], [-165.39971973456488]]
[[-267.9773773883372], [167.8491660419734], [-165.39604891427342]]
[[-267.97401758019487], [167.08395551202216], [-165.3923782044276]]
[[-267.9706578731389], [166.3187680049473], [-165.38870760502226]]
[[-267.967298267165], [165.55360351970992], [-165.38503711605256]]
[[-267.96393876226847], [164.78846205527088], [-165.38136673751347]]
[[-267.9605793584447], [164.02334361059138], [-165.37769646940012]]
[[-267.95722005568916], [163.25824818463255], [-165.3740263117072]]
[[-267.95386085399736], [162.49317577635568], [-165.3703562644302]]
[[-267.9505017533646], [161.7281263847221], [-165.36668632756374]]
[[-267.94714275378647], [160.963100008693], [-165.36301650110306]]
[[-267.94378385525835], [160.19809664722993], [-165.35934678504304]]
[[-267.9404250577756], [159.43311629929434], [-165.3556771793788]]
[[-267.9370663613338], [158.6681589638478], [-165.35200768410533]]
[[-267.9337077659283], [157.90322463985183], [-165.34833829921752]]
[[-267.9303492715546], [157.13831332626827], [-165.34466902471058]]
[[-268.6460282131689], [156.55530745295687], [-166.9167921565405]]
[[-268.6426547832707], [155.78945799238008], [-166.91309466405062]]
[[-269.36013602476345], [155.20400805354606], [-168.4891816000544]]
[[-270.8039972113838], [154.79738427368144], [-171.65717612286676]]
[[-257.10927461790766], [395.6614110690706], [-186.32242282861927]]
[[-258.5567517432837], [395.865409341415], [-189.58526857379826]]
[[-259.28164874531586], [395.5718746281094], [-191.22098001705564]]
[[-259.27832071668814], [394.7800297316548], [-191.21683255353054]]
[[-260.0050780286665], [394.48471543106524], [-192.8567460885157]]
[[-260.00173454245765], [393.691875106319], [-192.8525679912628]]
[[-259.99839115980285], [392.8990593373296], [-192.84839002341346]]
[[-259.9950478806973], [392.10626812295607], [-192.84421218496186]]
[[-259.99170470513627], [391.31350146205756], [-192.8400344759013]]
[[-259.9883616331148], [390.52075935349353], [-192.83585689622663]]
[[-259.9850186646281], [389.72804179612353], [-192.8316794459313]]
[[-259.9816757996715], [388.93534878880695], [-192.82750212500946]]
[[-259.97833303824], [388.1426803304033], [-192.82332493345507]]
[[-259.97499038032896], [387.3500364197722], [-192.8191478712621]]
[[-259.9716478259335], [386.5574170557735], [-192.81497093842466]]
[[-259.96830537504877], [385.7648222372668], [-192.8107941349367]]
[[-259.96496302766997], [384.9722519631123], [-192.80661746079198]]
[[-259.9616207837924], [384.17970623216934], [-192.80244091598496]]
[[-259.9582786434112], [383.38718504329825], [-192.79826450050916]]
[[-259.95493660652147], [382.5946883953592], [-192.79408821435885]]
[[-259.9515946731185], [381.80221628721216], [-192.78991205752789]]
[[-259.9482528431975], [381.0097687177172], [-192.78573603001036]]
[[-259.9449111167536], [380.21734568573476], [-192.78156013180035]]
[[-259.94156949378197], [379.4249471901253], [-192.7773843628915]]
[[-259.93822797427794], [378.63257322974897], [-192.77320872327817]]
[[-259.93488655823654], [377.8402238034664], [-192.76903321295413]]
[[-259.931545245653], [377.04789891013803], [-192.76485783191345]]
[[-259.92820403652263], [376.25559854862473], [-192.76068258015022]]
[[-259.92486293084056], [375.4633227177869], [-192.75650745765813]]
[[-259.9215219286019], [374.6710714164854], [-192.75233246443167]]
[[-259.918181029802], [373.87884464358126], [-192.74815760046448]]
[[-259.9148402344359], [373.08664239793507], [-192.74398286575064]]
[[-259.911499542499], [372.29446467840813], [-192.73980826028418]]
[[-259.90815895398623], [371.5023114838611], [-192.73563378405902]]
[[-259.904818468893], [370.71018281315537], [-192.73145943706925]]
[[-259.90147808721446], [369.91807866515205], [-192.72728521930878]]
[[-259.8981378089457], [369.1259990387126], [-192.72311113077166]]
[[-259.89479763408207], [368.3339439326979], [-192.7189371714519]]
[[-259.89145756261865], [367.54191334596976], [-192.71476334134343]]
[[-259.88811759455075], [366.7499072773893], [-192.7105896404404]]
[[-259.88477772987346], [365.9579257258186], [-192.7064160687367]]
[[-259.8814379685821], [365.1659686901188], [-192.70224262622628]]
[[-259.8780983106717], [364.3740361691516], [-192.69806931290321]]
[[-259.87475875613757], [363.58212816177894], [-192.69389612876148]]
[[-259.87141930497495], [362.7902446668625], [-192.6897230737951]]
[[-259.8680799571789], [361.9983856832643], [-192.68555014799824]]
[[-259.8647407127448], [361.2065512098462], [-192.6813773513644]]
[[-259.8614015716677], [360.41474124547034], [-192.67720468388814]]
[[-259.8580625339429], [359.62295578899864], [-192.67303214556335]]
[[-259.1253426045663], [358.3816236777179], [-191.0261878172148]]
[[-259.12201940913457], [357.59092875381214], [-191.02204637692614]]
[[-259.1186963164223], [356.80025827018414], [-191.01790506464903]]
[[-259.1153733264248], [356.0096122257012], [-191.01376388037716]]
[[-259.11205043913736], [355.21899061922966], [-191.00962282410484]]
[[-259.10872765455514], [354.4283934496368], [-191.0054818958261]]
[[-259.1054049726734], [353.63782071578987], [-191.001341095535]]
[[-259.1020823934874], [352.8472724165557], [-190.9972004232257]]
[[-259.0987599169924], [352.05674855080156], [-190.9930598788921]]
[[-259.0954375431836], [351.2662491173948], [-190.98891946252837]]
[[-259.0921152720562], [350.47577411520274], [-190.9847791741285]]
[[-259.08879310360555], [349.68532354309275], [-190.9806390136867]]
[[-259.08547103782684], [348.8948973999322], [-190.97649898119693]]
[[-259.08214907471523], [348.1044956845889], [-190.97235907665322]]
[[-259.07882721426614], [347.3141183959302], [-190.96821930004973]]
[[-259.0755054564746], [346.52376553282414], [-190.96407965138053]]
[[-259.072183801336], [345.7334370941381], [-190.95994013063967]]
[[-259.0688622488455], [344.94313307874], [-190.95580073782116]]
[[-259.0655407989984], [344.152853485498], [-190.9516614729191]]
[[-259.06221945178993], [343.36259831327965], [-190.94752233592766]]
[[-259.0588982072153], [342.57236756095335], [-190.94338332684066]]
[[-259.05557706526974], [341.7821612273871], [-190.9392444456526]]
[[-259.0522560259486], [340.99197931144886], [-190.93510569235707]]
[[-259.04893508924704], [340.2018218120073], [-190.93096706694848]]
[[-259.04561425516033], [339.41168872793037], [-190.92682856942065]]
[[-259.0422935236836], [338.6215800580866], [-190.92269019976777]]
[[-259.0389728948123], [337.83149580134443], [-190.91855195798405]]
[[-259.03565236854155], [337.0414359565724], [-190.91441384406357]]
[[-259.03233194486654], [336.2514005226393], [-190.9102758580001]]
[[-259.0290116237827], [335.46138949841327], [-190.90613799978792]]
[[-259.0256914052851], [334.6714028827637], [-190.90200026942102]]
[[-259.022371289369], [333.88144067455903], [-190.89786266689367]]
[[-259.01905127602976], [333.09150287266806], [-190.89372519219972]]
[[-259.0157313652625], [332.30158947595993], [-190.88958784533332]]
[[-259.01241155706253], [331.51170048330357], [-190.88545062628867]]
[[-259.0090918514252], [330.72183589356825], [-190.8813135350597]]
[[-259.0057722483455], [329.9319957056227], [-190.87717657164058]]
[[-259.00245274781895], [329.14217991833664], [-190.8730397360252]]
[[-258.9991333498407], [328.35238853057916], [-190.86890302820774]]
[[-258.99581405440586], [327.5626215412195], [-190.8647664481826]]
[[-258.9924948615099], [326.7728789491272], [-190.8606299959432]]
[[-258.98917577114787], [325.98316075317183], [-190.85649367148403]]
[[-258.98585678331517], [325.19346695222293], [-190.85235747479942]]
[[-258.98253789800697], [324.4037975451501], [-190.84822140588284]]
[[-258.97921911521854], [323.61415253082316], [-190.8440854647289]]
[[-258.97590043494506], [322.82453190811174], [-190.83994965133132]]
[[-258.972581857182], [322.03493567588583], [-190.8358139656844]]
[[-258.96926338192435], [321.2453638330153], [-190.83167840778225]]
[[-258.9659450091675], [320.4558163783701], [-190.8275429776187]]
[[-258.9626267389067], [319.6662933108204], [-190.82340767518792]]
[[-258.9593085711371], [318.8767946292362], [-190.81927250048415]]
[[-258.95599050585406], [318.08732033248793], [-190.81513745350134]]
[[-258.9526725430528], [317.2978704194457], [-190.81100253423375]]
[[-258.9493546827286], [316.50844488897985], [-190.80686774267525]]
[[-258.94603692487664], [315.71904373996074], [-190.8027330788198]]
[[-258.9427192694923], [314.929666971259], [-190.79859854266186]]
[[-258.9394017165706], [314.1403145817451], [-190.79446413419515]]
[[-258.93608426610706], [313.3509865702897], [-190.79032985341422]]
[[-258.9327669180967], [312.56168293576354], [-190.78619570031265]]
[[-258.929449672535], [311.7724036770373], [-190.78206167488497]]
[[-258.9261325294171], [310.98314879298175], [-190.77792777712477]]
[[-258.9228154887382], [310.1939182824679], [-190.77379400702654]]
[[-258.9194985504936], [309.4047121443667], [-190.7696603645843]]
[[-258.9161817146786], [308.61553037754925], [-190.76552684979185]]
[[-258.91286498128846], [307.82637298088656], [-190.7613934626438]]
[[-258.90954835031835], [307.0372399532497], [-190.75726020313368]]
[[-258.9062318217636], [306.2481312935104], [-190.7531270712562]]
[[-258.9029153956194], [305.45904700053944], [-190.74899406700456]]
[[-258.899599071881], [304.6699870732085], [-190.74486119037368]]
[[-258.89628285054386], [303.8809515103889], [-190.7407284413573]]
[[-258.892966731603], [303.09194031095234], [-190.73659581994963]]
[[-258.88965071505373], [302.3029534737701], [-190.7324633261445]]
[[-258.1599766711243], [301.140222446334], [-189.0921535613777]]
[[-258.15667638059506], [300.3523185200869], [-189.0880519357475]]
[[-258.15337619183117], [299.5644388890674], [-189.0839504365922]]
[[-258.15007610482786], [298.7765835521516], [-189.0798490639059]]
[[-258.1467761195805], [297.988752508216], [-189.07574781768238]]
[[-258.1434762360844], [297.200945756137], [-189.07164669791626]]
[[-258.1401764543347], [296.413163294791], [-189.06754570460134]]
[[-258.136876774327], [295.62540512305475], [-189.0634448377317]]
[[-258.13357719605625], [294.83767123980493], [-189.05934409730202]]
[[-258.1302777195179], [294.0499616439179], [-189.05524348330596]]
[[-258.12697834470725], [293.2622763342707], [-189.05114299573785]]
[[-258.12367907161956], [292.47461530974033], [-189.04704263459178]]
[[-258.1203799002502], [291.6869785692033], [-189.04294239986194]]
[[-258.11708083059443], [290.899366111537], [-189.03884229154255]]
[[-258.11378186264756], [290.11177793561814], [-189.0347423096278]]
[[-258.1104829964048], [289.324214040324], [-189.03064245411161]]
[[-258.1071842318615], [288.53667442453184], [-189.02654272498842]]
[[-258.103885569013], [287.7491590871188], [-189.02244312225207]]
[[-258.10058700785464], [286.96166802696234], [-189.018343645897]]
[[-258.09728854838147], [286.17420124293966], [-189.01424429591714]]
[[-258.09399019058907], [285.38675873392845], [-189.01014507230678]]
[[-258.0906919344726], [284.5993404988061], [-189.0060459750602]]
[[-258.0873937800274], [283.81194653645036], [-189.0019470041713]]
[[-258.0840957272487], [283.0245768457388], [-188.99784815963437]]
[[-258.08079777613193], [282.2372314255493], [-188.99374944144358]]
[[-258.0774999266723], [281.4499102747593], [-188.98965084959303]]
[[-258.0742021788651], [280.662613392247], [-188.9855523840768]]
[[-258.07090453270564], [279.87534077689054], [-188.98145404488935]]
[[-258.06760698818925], [279.0880924275674], [-188.97735583202444]]
[[-258.0643095453112], [278.3008683431561], [-188.97325774547653]]
[[-258.06101220406686], [277.5136685225348], [-188.9691597852397]]
[[-258.0577149644514], [276.72649296458144], [-188.9650619513081]]
[[-258.0544178264602], [275.9393416681746], [-188.96096424367585]]
[[-258.0511207900886], [275.15221463219245], [-188.95686666233718]]
[[-258.0478238553319], [274.36511185551365], [-188.95276920728622]]
[[-258.0445270221853], [273.5780333370165], [-188.94867187851713]]
[[-258.0412302906442], [272.79097907557957], [-188.94457467602393]]
[[-258.0379336607038], [272.0039490700817], [-188.9404775998011]]
[[-258.0346371323596], [271.2169433194015], [-188.9363806498426]]
[[-258.0313407056066], [270.42996182241774], [-188.93228382614262]]
[[-258.0280443804404], [269.6430045780092], [-188.9281871286953]]
[[-258.0247481568562], [268.856071585055], [-188.92409055749465]]
[[-258.0214520348493], [268.0691628424339], [-188.91999411253528]]
[[-258.01815601441496], [267.2822783490251], [-188.91589779381104]]
[[-258.0148600955485], [266.4954181037078], [-188.91180160131597]]
[[-258.01156427824526], [265.70858210536096], [-188.90770553504456]]
[[-258.0082685625005], [264.9217703528641], [-188.90360959499083]]
[[-258.00497294830956], [264.1349828450964], [-188.8995137811488]]
[[-258.0016774356678], [263.34821958093727], [-188.89541809351294]]
[[-257.9983820245705], [262.56148055926633], [-188.89132253207714]]
[[-257.9950867150128], [261.77476577896294], [-188.88722709683572]]
[[-257.99179150699024], [260.98807523890684], [-188.88313178778282]]
[[-257.988496400498], [260.20140893797765], [-188.87903660491264]]
[[-257.98520139553136], [259.4147668750552], [-188.87494154821917]]
[[-257.9819064920858], [258.62814904901904], [-188.87084661769677]]
[[-257.97861169015647], [257.84155545874944], [-188.86675181333953]]
[[-257.9753169897387], [257.0549861031262], [-188.86265713514172]]
[[-257.97202239082776], [256.26844098102924], [-188.85856258309735]]
[[-257.9687278934191], [255.4819200913387], [-188.85446815720076]]
[[-257.96543349750795], [254.69542343293494], [-188.85037385744596]]
[[-257.96213920308963], [253.90895100469797], [-188.84627968382716]]
[[-257.9588450101594], [253.1225028055082], [-188.84218563633857]]
[[-257.9555509187126], [252.336078834246], [-188.83809171497427]]
[[-257.9522569287446], [251.5496790897917], [-188.83399791972874]]
[[-257.94896304025065], [250.76330357102597], [-188.82990425059575]]
[[-257.9456692532261], [249.97695227682925], [-188.8258107075697]]
[[-257.94237556766615], [249.1906252060823], [-188.82171729064476]]
[[-257.9390819835662], [248.4043223576657], [-188.81762399981494]]
[[-257.9357885009216], [247.6180437304604], [-188.8135308350747]]
[[-257.9324951197276], [246.83178932334707], [-188.8094377964179]]
[[-257.92920183997956], [246.04555913520687], [-188.80534488383893]]
[[-257.9259086616727], [245.25935316492064], [-188.801252097332]]
[[-257.9226155848025], [244.47317141136938], [-188.79715943689092]]
[[-257.91932260936403], [243.68701387343435], [-188.7930669025103]]
[[-257.9160297353529], [242.9008805499967], [-188.788974494184]]
[[-257.91273696276414], [242.11477143993778], [-188.78488221190656]]
[[-257.9094442915932], [241.32868654213885], [-188.78079005567167]]
[[-257.9061517218355], [240.5426258554812], [-188.77669802547393]]
[[-257.90285925348616], [239.75658937884654], [-188.77260612130732]]
[[-257.8995668865405], [238.9705771111162], [-188.76851434316603]]
[[-257.89627462099406], [238.18458905117188], [-188.76442269104433]]
[[-257.89298245684193], [237.39862519789534], [-188.7603311649362]]
[[-257.88969039407954], [236.61268555016824], [-188.7562397648361]]
[[-257.8863984327021], [235.8267701068724], [-188.75214849073797]]
[[-257.15993553440126], [234.75450744436233], [-187.11869560876983]]
[[-257.1566591765167], [233.96966657890457], [-187.11463496189953]]
[[-257.15338291939764], [233.18484985149848], [-187.11057443991592]]
[[-257.1501067630395], [232.40005726103038], [-187.1065140428131]]
[[-257.1468307074376], [231.6152888063869], [-187.10245377058538]]
[[-257.1435547525872], [230.83054448645458], [-187.0983936232268]]
[[-257.1402788984837], [230.04582430012005], [-187.09433360073206]]
[[-257.13700314512255], [229.26112824627015], [-187.09027370309497]]
[[-257.13372749249896], [228.47645632379158], [-187.0862139303099]]
[[-257.13045194060845], [227.69180853157133], [-187.0821542823711]]
[[-257.1271764894462], [226.90718486849605], [-187.07809475927286]]
[[-257.12390113900767], [226.12258533345303], [-187.07403536100935]]
[[-257.1206258892882], [225.33800992532935], [-187.06997608757501]]
[[-257.11735074028303], [224.55345864301188], [-187.0659169389636]]
[[-257.1140756919877], [223.76893148538807], [-187.06185791516975]]
[[-257.11080074439747], [222.98442845134514], [-187.05779901618774]]
[[-257.1075258975077], [222.19994953977044], [-187.0537402420117]]
[[-257.10425115131375], [221.41549474955133], [-187.04968159263575]]
[[-257.10097650581093], [220.6310640795754], [-187.04562306805434]]
[[-257.0977019609947], [219.84665752873013], [-187.0415646682618]]
[[-257.0944275168604], [219.06227509590298], [-187.03750639325187]]
[[-257.09115317340326], [218.27791677998187], [-187.03344824301922]]
[[-257.08787893061873], [217.49358257985455], [-187.0293902175581]]
[[-257.0846047885022], [216.7092724944088], [-187.02533231686266]]
[[-257.0813307470489], [215.92498652253238], [-187.02127454092715]]
[[-257.0780568062544], [215.1407246631135], [-187.01721688974578]]
[[-257.07478296611384], [214.3564869150399], [-187.01315936331298]]
[[-257.07150922662265], [213.5722732771999], [-187.00910196162266]]
[[-257.06823558777626], [212.78808374848165], [-187.00504468466937]]
[[-257.06496204957], [212.0039183277732], [-187.00098753244703]]
[[-257.06168861199916], [211.21977701396312], [-186.99693050495034]]
[[-257.0584152750592], [210.43565980593968], [-186.99287360217318]]
[[-257.0551420387453], [209.65156670259125], [-186.9888168241099]]
[[-257.05186890305305], [208.8674977028063], [-186.9847601707549]]
[[-257.04859586797767], [208.08345280547357], [-186.98070364210236]]
[[-257.04532293351457], [207.29943200948156], [-186.97664723814637]]
[[-257.0420500996591], [206.51543531371908], [-186.97259095888137]]
[[-257.0387773664066], [205.73146271707486], [-186.96853480430133]]
[[-257.0355047337525], [204.9475142184378], [-186.96447877440096]]
[[-257.03223220169207], [204.16358981669674], [-186.96042286917412]]
[[-256.30827963072045], [203.13495271433544], [-185.3324452495237]]
[[-256.3050226076869], [202.35209749120244], [-185.32841978141295]]
[[-256.30176568463276], [201.5692662990262], [-185.3243944368702]]
[[-256.29850886155344], [200.78645913670027], [-185.3203692158899]]
[[-256.29525213844425], [200.0036760031182], [-185.31634411846596]]
[[-256.29199551530064], [199.22091689717365], [-185.31231914459306]]
[[-256.288738992118], [198.43818181776038], [-185.30829429426547]]
[[-256.28548256889167], [197.6554707637722], [-185.30426956747732]]
[[-256.28222624561715], [196.87278373410288], [-185.30024496422322]]
[[-256.2789700222898], [196.09012072764642], [-185.2962204844971]]
[[-256.275713898905], [195.3074817432967], [-185.29219612829348]]
[[-256.27245787545826], [194.52486677994796], [-185.2881718956067]]
[[-256.2692019519447], [193.74227583649412], [-185.28414778643105]]
[[-256.26594612836], [192.95970891182952], [-185.2801238007607]]
[[-256.26269040469936], [192.1771660048484], [-185.27609993859033]]
[[-256.2594347809584], [191.39464711444504], [-185.272076199914]]
[[-256.2561792571323], [190.6121522395139], [-185.2680525847258]]
[[-256.2529238332167], [189.82968137894943], [-185.26402909302055]]
[[-256.2496685092067], [189.04723453164613], [-185.26000572479217]]
[[-256.2464132850979], [188.26481169649855], [-185.25598248003502]]
[[-256.24315816088574], [187.4824128724015], [-185.2519593587436]]
[[-256.23990313656543], [186.70003805824967], [-185.2479363609122]]
[[-256.2366482121326], [185.9176872529378], [-185.243913486535]]
[[-256.2333933875824], [185.13536045536077], [-185.23989073560637]]
[[-256.2301386629105], [184.3530576644136], [-185.23586810812066]]
[[-256.2268840381121], [183.57077887899123], [-185.23184560407225]]
[[-256.22362951318274], [182.7885240979888], [-185.22782322345535]]
[[-256.2203750881177], [182.0062933203015], [-185.2238009662642]]
[[-256.21712076291243], [181.22408654482425], [-185.21977883249343]]
[[-256.21386653756235], [180.44190377045265], [-185.21575682213694]]
[[-256.21061241206286], [179.65974499608203], [-185.21173493518944]]
[[-256.2073583864094], [178.87761022060758], [-185.20771317164503]]
[[-256.2041044605973], [178.095499442925], [-185.20369153149795]]
[[-256.20085063462204], [177.31341266192976], [-185.19967001474282]]
[[-256.197596908479], [176.5313498765174], [-185.19564862137378]]
[[-256.1943432821635], [175.74931108558368], [-185.19162735138497]]
[[-256.1910897556711], [174.9672962880244], [-185.1876062047711]]
[[-256.1878363289971], [174.18530548273534], [-185.18358518152615]]
[[-256.1845830021369], [173.40333866861243], [-185.17956428164473]]
[[-256.181329775086], [172.6213958445515], [-185.17554350512103]]
[[-256.1780766478397], [171.8394770094487], [-185.17152285194925]]
[[-256.17482362039345], [171.05758216220013], [-185.167502322124]]
[[-256.17157069274276], [170.27571130170185], [-185.16348191563924]]
[[-256.1683178648828], [169.49386442685022], [-185.15946163248964]]
[[-255.4469230227261], [168.51268678350766], [-183.53704990307824]]
[[-255.4436856077484], [167.7319034687411], [-183.5330598640772]]
[[-255.4404482919525], [166.95114407413652], [-183.5290699473153]]
[[-255.43721107533383], [166.1704085985945], [-183.52508015278698]]
[[-255.43397395788782], [165.3896970410161], [-183.52109048048698]]
[[-255.43073693960991], [164.60900940030209], [-183.51710093040913]]
[[-255.42750002049564], [163.8283456753536], [-183.5131115025482]]
[[-255.42426320054034], [163.04770586507158], [-183.50912219689855]]
[[-255.42102647973945], [162.26708996835714], [-183.50513301345427]]
[[-255.41778985808855], [161.48649798411157], [-183.5011439522101]]
[[-254.69842046043865], [160.51721766549264], [-181.88324867992026]]
[[-254.69519917669533], [159.73768584070712], [-181.87928970818933]]
[[-253.977725196748], [158.7719724737098], [-180.26565302445772]]
[[-252.1522417232738], [409.5601641210284], [-222.77849118152238]]
[[-251.40728704013983], [408.218724296434], [-221.05529961910997]]
[[-250.66433984499562], [406.8808993552651], [-219.33675167656298]]
[[-249.92339203415625], [405.54667470521724], [-217.62282860884693]]
[[-249.18443554749462], [404.21603583241995], [-215.9135117716827]]
[[-249.1811820192955], [403.40412383928435], [-215.90890303834436]]
[[-249.17792859406603], [402.592237542034], [-215.90429445086613]]
[[-249.17467527180128], [401.7803769394492], [-215.89968600924078]]
[[-249.17142205249644], [400.9685420303101], [-215.89507771346177]]
[[-249.16816893614657], [400.1567328133972], [-215.89046956352183]]
[[-249.16491592274676], [399.34494928749075], [-215.88586155941425]]
[[-249.1616630122922], [398.5331914513712], [-215.88125370113227]]
[[-249.1584102047779], [397.72145930381913], [-215.87664598866854]]
[[-249.1551575001991], [396.9097528436151], [-215.87203842201632]]
[[-249.1519048985508], [396.09807206953997], [-215.86743100116882]]
[[-249.14865239982817], [395.2864169803744], [-215.86282372611896]]
[[-248.41185532446906], [393.9715612573677], [-214.15845888240824]]
[[-248.4086189342563], [393.16104159901374], [-214.1538848645231]]
[[-248.4053826463156], [392.35054755360454], [-214.1493109911798]]
[[-248.40214646064203], [391.54007911992596], [-214.14473726237162]]
[[-248.39891037723083], [390.7296362967643], [-214.14016367809182]]
[[-248.39567439607708], [389.9192190829054], [-214.1355902383333]]
[[-248.39243851717598], [389.1088274771354], [-214.13101694308904]]
[[-248.38920274052265], [388.2984614782406], [-214.12644379235275]]
[[-248.3859670661123], [387.48812108500726], [-214.1218707861172]]
[[-248.38273149393996], [386.6778062962221], [-214.11729792437558]]
[[-248.37949602400093], [385.86751711067126], [-214.11272520712112]]
[[-248.37626065629024], [385.0572535271415], [-214.108152634347]]
[[-248.37302539080315], [384.2470155444192], [-214.1035802060461]]
[[-248.36979022753482], [383.4368031612913], [-214.09900792221197]]
[[-248.3665551664803], [382.6266163765446], [-214.09443578283754]]
[[-248.3633202076348], [381.8164551889658], [-214.089863787916]]
[[-248.36008535099353], [381.00631959734176], [-214.0852919374404]]
[[-248.35685059655157], [380.19620960045984], [-214.0807202314041]]
[[-248.35361594430412], [379.3861251971068], [-214.07614866980003]]
[[-248.35038139424628], [378.57606638607], [-214.07157725262158]]
[[-248.34714694637324], [377.76603316613665], [-214.06700597986185]]
[[-248.34391260068026], [376.95602553609393], [-214.06243485151379]]
[[-248.34067835716237], [376.14604349472944], [-214.0578638675707]]
[[-248.3374442158147], [375.3360870408305], [-214.0532930280259]]
[[-248.33421017663252], [374.52615617318486], [-214.04872233287222]]
[[-248.3309762396109], [373.71625089057983], [-214.04415178210309]]
[[-248.32774240474512], [372.90637119180354], [-214.03958137571163]]
[[-248.32450867203016], [372.09651707564336], [-214.0350111136907]]
[[-248.32127504146135], [371.2866885408873], [-214.03044099603392]]
[[-248.3180415130338], [370.47688558632336], [-214.02587102273418]]
[[-248.31480808674257], [369.6671082107395], [-214.0213011937846]]
[[-248.31157476258295], [368.8573564129238], [-214.01673150917844]]
[[-248.3083415405501], [368.04763019166444], [-214.01216196890897]]
[[-248.3051084206391], [367.23792954574975], [-214.0075925729692]]
[[-248.3018754028451], [366.42825447396774], [-214.0030233213522]]
[[-248.29864248716333], [365.61860497510725], [-213.99845421405138]]
[[-248.29540967358898], [364.8089810479563], [-213.99388525105962]]
[[-248.29217696211708], [363.99938269130365], [-213.98931643237046]]
[[-248.2889443527429], [363.18980990393806], [-213.98474775797683]]
[[-248.28571184546166], [362.380262684648], [-213.98017922787176]]
[[-248.28247944026833], [361.5707410322224], [-213.97561084204852]]
[[-248.27924713715825], [360.7612449454499], [-213.97104260050037]]
[[-248.27601493612653], [359.95177442311973], [-213.96647450322047]]
[[-248.27278283716825], [359.1423294640207], [-213.96190655020212]]
[[-248.26955084027878], [358.3329100669419], [-213.95733874143804]]
[[-248.26631894545307], [357.5235162306725], [-213.95277107692175]]
[[-248.26308715268638], [356.7141479540018], [-213.94820355664632]]
[[-248.25985546197384], [355.90480523571904], [-213.94363618060493]]
[[-248.25662387331073], [355.0954880746136], [-213.9390689487908]]
[[-248.25339238669207], [354.28619646947504], [-213.93450186119696]]
[[-248.25016100211306], [353.4769304190929], [-213.92993491781675]]
[[-248.24692971956898], [352.6676899222566], [-213.92536811864312]]
[[-248.24369853905483], [351.85847497775603], [-213.92080146366953]]
[[-248.24046746056587], [351.0492855843809], [-213.916234952889]]
[[-248.23723648409725], [350.24012174092104], [-213.91166858629458]]
[[-248.23400560964419], [349.43098344616635], [-213.90710236387963]]
[[-248.23077483720175], [348.62187069890695], [-213.9025362856371]]
[[-248.2275441667652], [347.81278349793274], [-213.8979703515605]]
[[-248.22431359832964], [347.003721842034], [-213.8934045616428]]
[[-248.22108313189037], [346.1946857300009], [-213.88883891587705]]
[[-248.21785276744234], [345.3856751606238], [-213.8842734142566]]
[[-248.2146225049809], [344.576690132693], [-213.87970805677463]]
[[-248.21139234450115], [343.76773064499906], [-213.87514284342438]]
[[-248.20816228599824], [342.95879669633246], [-213.8705777741987]]
[[-248.20493232946737], [342.1498882854837], [-213.86601284909102]]
[[-248.20170247490373], [341.3410054112437], [-213.8614480680945]]
[[-248.19847272230254], [340.5321480724031], [-213.8568834312024]]
[[-248.19524307165884], [339.7233162677526], [-213.8523189384075]]
[[-248.1920135229679], [338.9145099960833], [-213.84775458970358]]
[[-248.18878407622483], [338.10572925618624], [-213.8431903850833]]
[[-248.18555473142484], [337.29697404685226], [-213.8386263245402]]
[[-247.45184583938448], [336.0629452366981], [-212.14113251754253]]
[[-247.4486324833652], [335.2553174390033], [-212.13660146545413]]
[[-247.44541922864207], [334.4477151005517], [-212.13207055620052]]
[[-247.44220607521035], [333.6401382201395], [-212.1275397897747]]
[[-247.43899302306528], [332.8325867965629], [-212.1230091661697]]
[[-247.435780072202], [332.0250608286182], [-212.11847868537927]]
[[-247.43256722261577], [331.21756031510193], [-212.11394834739616]]
[[-247.42935447430173], [330.4100852548104], [-212.10941815221383]]
[[-247.42614182725518], [329.6026356465403], [-212.10488809982576]]
[[-247.42292928147123], [328.7952114890883], [-212.10035819022477]]
[[-247.41971683694518], [327.98781278125074], [-212.09582842340433]]
[[-247.4165044936723], [327.18043952182484], [-212.0912987993578]]
[[-247.41329225164762], [326.3730917096073], [-212.0867693180782]]
[[-247.41008011086646], [325.565769343395], [-212.08223997955895]]
[[-247.40686807132406], [324.75847242198495], [-212.07771078379318]]
[[-247.40365613301557], [323.9512009441743], [-212.0731817307743]]
[[-247.40044429593624], [323.1439549087602], [-212.0686528204954]]
